matrix,perm,perm_type,rows,cols,nnz,density,bandwidth_lower,bandwidth_upper,bandwidth_max,bandwidth_avg,locality_profile,locality_avg_row_spread,locality_max_row_spread,locality_max_nnz_per_row,locality_avg_nnz_per_row,locality_num_empty_rows,locality_consecutive_vertical_pairs,locality_total_vertical_pairs,locality_vertical_adjacency_ratio,locality_avg_col_spread,locality_max_col_spread,locality_num_empty_cols,block_density_4,nonzero_blocks_4,total_blocks_4,max_blocks_per_row_4,avg_blocks_per_row_4,block_density_8,nonzero_blocks_8,total_blocks_8,max_blocks_per_row_8,avg_blocks_per_row_8,block_density_16,nonzero_blocks_16,total_blocks_16,max_blocks_per_row_16,avg_blocks_per_row_16,block_density_32,nonzero_blocks_32,total_blocks_32,max_blocks_per_row_32,avg_blocks_per_row_32,block_density_64,nonzero_blocks_64,total_blocks_64,max_blocks_per_row_64,avg_blocks_per_row_64,block_density_128,nonzero_blocks_128,total_blocks_128,max_blocks_per_row_128,avg_blocks_per_row_128
adder_dcop_45.mtx,None,SYMMETRIC,1813,1813,11246,0.003421389127795242,1796,1798,1798,545.6877111861995,2243374,1237.3822393822393,1811,1310,6.202978488692774,0,1130,9433,0.11979221880631824,1156.3430777716492,1812,0,0.08950401120590858,7853,206116,452,17.297356828193834,0.026234510301582564,6698,51529,227,29.506607929515418,0.008492110477479218,5173,12996,114,45.37719298245614,0.00398636002722323,2755,3249,57,48.333333333333336,0.0032920928881894486,834,841,29,28.75862068965517,0.0030506727430555554,225,225,15,15.0
mt2010.mtx,None,SYMMETRIC,132288,132288,638668,3.649507457772273e-05,132134,132134,132134,44104.468537643974,10189814375,77027.5034394654,132187,139,4.827860425737784,0,36,506380,7.109285516805561e-05,77027.5034394654,132187,0,0.06251752183671136,638489,1093757184,185,19.306029269472667,0.015644277694428898,637881,273439296,206,38.57529027576197,0.003924759421762714,635656,68359824,241,76.88147073052734,0.0009952514760442016,626675,17089956,297,151.59046927914852,0.0002630536781799716,592749,4272489,413,286.7677793904209,8.11976411580514e-05,480078,1069156,552,464.29206963249516
ms2010.mtx,None,SYMMETRIC,171778,171778,839980,2.8466486130018755e-05,171524,171524,171524,57195.159003785804,17549370970,102163.08823015753,171526,62,4.889916054442361,0,26,668202,3.891038937327335e-05,102163.08823015753,171526,0,0.06251428932063807,839788,1844273025,77,19.55496565374316,0.01563946685128628,839203,461089729,95,39.08177711544731,0.0039212678799134286,836763,115283169,149,77.93266275495948,0.0009912642428237558,827522,28826161,233,154.12963307878562,0.00025884555997013613,792261,7209225,382,295.06927374301677,7.651324295340851e-05,670058,1803649,577,498.92628443782576
me2010.mtx,None,SYMMETRIC,69518,69518,335476,6.941717214308457e-05,69362,69362,69362,23185.36124193683,2769896919,39844.31253776001,69460,73,4.825742973042953,0,37,265958,0.0001391197106310019,39844.31253776001,69460,0,0.06253336594124015,335297,302064400,81,19.29211737629459,0.01566206876975756,334682,75516100,112,38.51346375143844,0.003941935588183095,332439,18879025,146,76.51070195627157,0.0010126930213256592,323507,4721929,232,148.8757478140819,0.0002803660025074453,292130,1181569,353,268.74885004599815,0.00010220489105138239,200341,295936,414,368.27389705882354
md2010.mtx,None,SYMMETRIC,145247,145247,700378,3.319847646729118e-05,145153,145153,145153,48473.563529979525,12143999685,83609.29785124649,145214,68,4.821979111444643,0,39,555131,7.025368786826893e-05,83609.29785124649,145214,0,0.0625183883388653,700172,1318561344,84,19.282110597047808,0.015641973548422138,699618,329640336,101,38.53370786516854,0.003922660273597458,697448,82410084,150,76.82837629433796,0.000993280312849446,688590,20602521,265,151.70522141440847,0.00026115461444958294,654749,5152900,388,288.43568281938326,7.920285305834557e-05,539724,1288225,559,475.52775330396474
ma2010.mtx,None,SYMMETRIC,157508,157508,776610,3.130384932411215e-05,157349,157349,157349,52492.29415279227,14762254755,93723.84104299464,157385,67,4.930606699342255,0,24,619102,3.8765825340573926e-05,93723.84104299464,157385,0,0.06251819331670926,776384,1550548129,82,19.716687406353962,0.015641696883527696,775781,387656721,100,39.401747168469704,0.003922675930810827,773358,96924025,150,78.55337734890807,0.0009926003428059502,764062,24235929,239,155.20251878935608,0.00026030114262350784,728395,6061444,402,295.8549959382616,7.80559867723087e-05,607263,1515361,578,493.3086921202275
la2010.mtx,None,SYMMETRIC,204447,204447,980634,2.3460942891476498e-05,204214,204214,204214,68093.43475955351,24761684841,121115.42277949787,204359,581,4.796519391333695,0,19,776187,2.4478637235614612e-05,121115.42277949787,204359,0,0.06251147427620266,980454,2612436544,590,19.18246204413836,0.015636352944418026,979922,653109136,606,38.34410705900767,0.003918509402434209,977566,163277284,635,76.50383471591799,0.0009886729711125703,968622,40819321,694,151.6077633432462,0.0002562736070873479,934207,10208025,752,292.3965571205008,7.362835128416896e-05,812909,2553604,839,508.70400500625783
ky2010.mtx,None,SYMMETRIC,161672,161672,787778,3.0139373915192504e-05,161083,161083,161083,53732.5071022547,15457840096,95612.35152654757,161459,81,4.872692859617002,0,30,626106,4.791520924571878e-05,95612.35152654757,161459,0,0.06251642709038296,787571,1633614724,101,19.485649957939533,0.0156415791868026,786943,408403681,122,38.940224652382604,0.003921772248489792,784660,102111025,166,77.65066798614548,0.000991901006612979,775596,25532809,267,153.49218286166635,0.00025963477438388104,740766,6385729,404,293.1404827859121,7.749636279875782e-05,620444,1597696,580,490.85759493670884
id2010.mtx,None,SYMMETRIC,149842,149842,728264,3.24355838645896e-05,149716,149716,149716,49987.507909219734,12989514995,86688.07807557294,149810,150,4.860212757437835,0,31,578422,5.3594088744895596e-05,86688.07807557294,149810,0,0.0625184568621068,728049,1403326521,167,19.434852246336188,0.01564220448325207,727463,350850361,183,38.83738188030538,0.003923013726777283,725152,87721956,221,77.42387358530856,0.0009933228383353632,715976,21930489,283,152.88831945334186,0.00026101017788592105,681195,5484964,444,290.86037574722457,7.881069887776016e-05,564006,1371241,577,481.6447480785653
hi2010.mtx,None,SYMMETRIC,25016,25016,124126,0.00019834763378556367,24927,24927,24927,8309.589658894994,374849709,14984.398345059162,24939,112,4.961864406779661,0,31,99110,0.0003127837756028655,14984.398345059162,24939,0,0.06261299252635147,123902,39112516,120,19.81164055004797,0.015738608699180395,123230,9778129,133,39.40837863767189,0.004011609447652773,120866,2446096,166,77.28005115089515,0.0010817905693338806,112052,611524,216,143.28900255754476,0.00035800677187319103,84647,152881,260,216.48849104859335,0.00020619028943438206,36743,38416,196,187.46428571428572
TSOPF_FS_b162_c1.mtx,None,SYMMETRIC,10798,10798,608540,0.005219182508638916,10778,10778,10778,3672.9847010878498,92213103,8539.831728097795,10796,5054,56.35673272828301,0,67356,597742,0.11268406770814164,8539.831728097795,10796,0,0.08318169789408994,457237,7290000,2491,169.34703703703704,0.02574370515770949,369350,1822500,1340,273.5925925925926,0.009336826626603036,254595,455625,675,377.1777777777778,0.005465322834663773,108736,114244,338,321.70414201183434,0.005201825424092294,28561,28561,169,169.0,0.005140807471885813,7225,7225,85,85.0
lnsp3937.mtx,None,SYMMETRIC,3937,3937,25407,0.001639164568651718,3919,3919,3919,1149.8905813358524,10147809,2577.548641097282,3922,11,6.453390906781814,0,37,21470,0.0017233348858872845,2662.6512573025148,3922,0,0.06927569583805951,22922,970225,39,23.271065989847717,0.018283257725786397,21713,243049,66,44.04259634888438,0.0052897395666773265,18762,61009,97,75.95951417004049,0.0021487419621979737,11547,15376,107,93.12096774193549,0.001620397298687304,3828,3844,62,61.74193548387097,0.001613652668932102,961,961,31,31.0
case9.mtx,None,SYMMETRIC,14454,14454,147972,0.0007082774956672499,14439,14439,14439,4642.368339956208,149549465,10346.579839490798,14450,7210,10.237442922374429,0,11137,133518,0.08341197441543462,10346.579839490798,14450,0,0.07549776729226022,122497,13060996,3384,33.89513004980631,0.02103768391552397,109901,3265249,1798,60.819590481460985,0.005889464715112488,98144,817216,904,108.56637168141593,0.0018326895577566965,78848,204304,452,174.44247787610618,0.0008318207820055261,43430,51076,226,192.16814159292036,0.000707630975524955,12763,12769,113,112.94690265486726
lns_3937.mtx,None,SYMMETRIC,3937,3937,25407,0.001639164568651718,3922,3922,3922,1137.4455465029323,10163783,2581.6060452120905,3926,11,6.453390906781814,0,33,21470,0.0015370284117373078,2644.50063500127,3926,0,0.06929081031548633,22917,970225,41,23.265989847715737,0.018301801438384585,21691,243049,64,43.99797160243408,0.005290303504797441,18760,61009,101,75.95141700404858,0.0021391088402017413,11599,15376,107,93.54032258064517,0.0016225165732082134,3823,3844,62,61.66129032258065,0.001613652668932102,961,961,31,31.0
Trefethen_20000.mtx,None,SYMMETRIC,20000,20000,554466,0.001386165,19986,19986,19986,6429.8278740265405,372172744,18608.6372,19998,29,27.7233,0,764,534466,0.0014294641754573725,18608.6372,19998,0,0.06487689833605416,534152,25000000,112,106.8304,0.01681468540629925,515236,6250000,219,206.0944,0.0047690072893134105,454158,1562500,386,363.3264,0.0018584313617392976,291359,390625,488,466.1744,0.0013876890155844754,97549,97969,313,311.65814696485626,0.0013729530181878576,24649,24649,157,157.0
gemat12.mtx,None,SYMMETRIC,4929,4929,33111,0.0013628707191726903,4917,4897,4917,1641.9699193621454,17229642,3495.5654290931225,4898,44,6.7175897748021915,0,46,28182,0.0016322475338868781,3323.2063298843577,4924,0,0.06313110128126907,32780,1520289,70,26.585563665855638,0.016291191705765658,31757,380689,89,51.47001620745543,0.004622912422260347,27978,95481,121,90.54368932038835,0.001817796319850461,17788,24025,129,114.76129032258065,0.0013657273584009124,5919,6084,78,75.88461538461539,0.0013286884014423077,1521,1521,39,39.0
gemat11.mtx,None,SYMMETRIC,4929,4929,33185,0.0013659166082493955,4902,4900,4902,1632.728009642911,17152790,3479.973625481842,4920,27,6.73260296206127,0,41,28256,0.0014510192525481313,3321.917833231893,4905,0,0.06316043912540349,32838,1520289,57,26.632603406326034,0.0163111650256378,31789,380689,83,51.52188006482982,0.004631588761254824,27988,95481,116,90.57605177993527,0.0018197106273513393,17809,24025,127,114.89677419354838,0.001370400311337111,5912,6084,78,75.7948717948718,0.0013316578962237016,1521,1521,39,39.0
Trefethen_20000b.mtx,None,SYMMETRIC,19999,19999,554435,0.0013862261191463494,19944,19944,19944,6421.697869001777,372141915,18608.026151307564,19990,29,27.72313615680784,0,755,534436,0.001412704233996213,18608.026151307564,19990,0,0.06488201673906531,534080,25000000,113,106.816,0.016828573794344014,514782,6250000,217,205.9128,0.004772776136909563,453774,1562500,384,363.0192,0.0018601789599287455,291069,390625,488,465.7104,0.0013885509003813486,97483,97969,313,311.44728434504793,0.0013728762568651365,24649,24649,157,157.0
Trefethen_2000.mtx,None,SYMMETRIC,2000,2000,41906,0.0104765,1986,1986,1986,640.1591180260583,3629120,1814.56,1997,22,20.953,0,420,39906,0.010524733122838671,1814.56,1997,0,0.06979494217342642,37526,250000,83,75.052,0.02194160076402386,29842,62500,134,119.368,0.011338596141857726,14437,15625,122,115.496,0.010316064563902194,3967,3969,63,62.96825396825397,0.009991168975830078,1024,1024,32,32.0,0.009991168975830078,256,256,16,16.0
eris1176.mtx,None,SYMMETRIC,1176,1176,18552,0.013414549493266694,1172,1172,1172,371.69286330314793,901175,766.3052721088435,1172,99,15.775510204081632,0,707,17376,0.04068830570902394,766.3052721088435,1172,0,0.07622271890612674,15212,86436,157,51.74149659863946,0.025718658504125632,11271,21609,127,76.6734693877551,0.014528618684843625,4988,5476,74,67.4054054054054,0.013272664835164835,1365,1369,37,36.891891891891895,0.012546528739612189,361,361,19,19.0,0.0113232421875,100,100,10,10.0
Trefethen_700.mtx,None,SYMMETRIC,700,700,12654,0.02582448979591837,692,692,692,223.4118855697803,438804,626.8628571428571,699,19,18.077142857142857,0,327,11954,0.027354860297808266,626.8628571428571,699,0,0.07792639668932899,10149,30625,69,57.994285714285716,0.03231754658385093,6118,7744,77,69.52272727272727,0.025558266546018615,1934,1936,44,43.95454545454545,0.025531863378099172,484,484,22,22.0,0.025531863378099172,121,121,11,11.0,0.021453857421875,36,36,6,6.0
dwt_992.mtx,None,SYMMETRIC,992,992,16744,0.017015153485952134,977,977,977,314.33994266602963,876516,883.5846774193549,987,18,16.879032258064516,0,280,15752,0.017775520568816656,883.5846774193549,987,0,0.07344890510948905,14248,61504,67,57.45161290322581,0.026079047049441785,10032,15376,94,80.90322580645162,0.01724848364978903,3792,3844,62,61.16129032258065,0.017015153485952134,961,961,31,31.0,0.01596832275390625,256,256,16,16.0,0.01596832275390625,64,64,8,8.0
dwt_2680.mtx,None,SYMMETRIC,2680,2680,25026,0.003484350634885275,2640,2640,2640,783.5869096140015,5708882,2130.1798507462686,2673,19,9.338059701492538,0,122,22346,0.005459590083236374,2130.1798507462686,2673,0,0.06965287673672961,22456,448900,45,33.516417910447764,0.01904960539776879,20527,112225,74,61.27462686567164,0.006347909902597403,15400,28224,108,91.66666666666667,0.0036110303080673757,6768,7056,84,80.57142857142857,0.0034636413159013606,1764,1764,42,42.0,0.0034636413159013606,441,441,21,21.0
dwt_1242.mtx,None,SYMMETRIC,1242,1242,10426,0.006758876779180637,1228,1228,1228,370.6282370995588,1216475,979.4484702093398,1228,12,8.394524959742352,0,52,9184,0.005662020905923345,979.4484702093398,1228,0,0.0713327859879584,9135,96721,39,29.372990353697748,0.020736538951120164,7856,24336,63,50.35897435897436,0.008484700520833333,4800,6084,69,61.53846153846154,0.006694043803418803,1521,1521,39,39.0,0.006363525390625,400,400,20,20.0,0.006363525390625,100,100,10,10.0
EX6.mtx,None,SYMMETRIC,6545,6545,295680,0.0069024401204332,6536,6536,6536,2178.959145021645,40944160,6255.792207792208,6541,48,45.1764705882353,0,1936,289135,0.006695834125927335,6255.792207792208,6541,0,0.06572956977008877,281152,2679769,186,171.74832009773976,0.01925072190207133,239991,670761,319,293.02930402930406,0.008303378864126527,139100,168100,358,339.2682926829268,0.0068794224858837825,41973,42025,205,204.74634146341464,0.006804364219059289,10609,10609,103,103.0,0.0066741401627218935,2704,2704,52,52.0
rdb3200l.mtx,None,SYMMETRIC,3200,3200,18880,0.00184375,3184,3184,3184,886.3130296610169,7283509,2276.0965625,3194,6,5.9,0,38,15680,0.002423469387755102,2276.0965625,3194,0,0.07259751445797957,16254,640000,21,20.3175,0.019270969427750195,15308,160000,41,38.27,0.005622903324184202,13116,40000,72,65.58,0.002311622367101304,7976,10000,88,79.76,0.00184375,2500,2500,50,50.0,0.00184375,625,625,25,25.0
rdb2048_noL.mtx,None,SYMMETRIC,2048,2048,12032,0.00286865234375,2022,2022,2022,562.1677194148937,2978449,1454.32080078125,2030,6,5.875,0,21,9984,0.0021033653846153845,1454.32080078125,2030,0,0.07312329832749903,10284,262144,21,20.0859375,0.01975204874973734,9518,65536,41,37.1796875,0.006182583530649829,7602,16384,68,59.390625,0.003116710875331565,3770,4096,63,58.90625,0.00286865234375,1024,1024,32,32.0,0.00286865234375,256,256,16,16.0
mhd4800b.mtx,None,SYMMETRIC,4800,4800,27520,0.0011944444444444444,4774,4774,4774,1311.0201308139535,15600540,3250.1125,4780,10,5.733333333333333,0,30,22720,0.0013204225352112676,3250.1125,4780,0,0.07246376811594203,23736,1440000,33,19.78,0.01904002833864683,22584,360000,60,37.64,0.005284113252064491,20344,90000,90,67.81333333333333,0.0018655421352214356,14406,22500,110,96.04,0.0012200381332849101,5507,5625,75,73.42666666666666,0.001163218490304709,1444,1444,38,38.0
mhd4800a.mtx,None,SYMMETRIC,4800,4800,102252,0.004438020833333334,4795,4795,4795,1576.2245335054572,20738043,4320.425625,4795,33,21.3025,0,474,97452,0.004863933013175717,4219.23375,4795,0,0.06514658810577179,98098,1440000,118,81.74833333333333,0.01808730131775574,88332,360000,195,147.22,0.006624021542645815,60299,90000,228,200.99666666666667,0.0044969812542220225,22205,22500,150,148.03333333333333,0.004438020833333334,5625,5625,75,75.0,0.004321999166810942,1444,1444,38,38.0
mhd3200b.mtx,None,SYMMETRIC,3200,3200,18316,0.001788671875,3150,3150,3150,887.4384145009827,6931174,2165.991875,3171,10,5.72375,0,40,15116,0.0026462026991267533,2165.991875,3171,0,0.07278420651068158,15728,640000,37,19.66,0.019323936529372046,14810,160000,55,37.025,0.005582621332709114,12816,40000,84,64.08,0.0022750850610531673,7862,10000,89,78.62,0.001791538336338141,2496,2500,50,49.92,0.001788671875,625,625,25,25.0
mhd3200a.mtx,None,SYMMETRIC,3200,3200,68026,0.0066431640625,3170,3180,3180,1045.3940111133977,9235441,2886.0753125,3189,33,21.258125,0,550,64826,0.008484250146546139,2802.2203125,3189,0,0.06620612600828428,64218,640000,110,80.2725,0.019355833667188696,54914,160000,176,137.285,0.008192839689831657,32434,40000,178,162.17,0.006660481313916182,9974,10000,100,99.74,0.0066431640625,2500,2500,50,50.0,0.0066431640625,625,625,25,25.0
adder_dcop_44.mtx,None,SYMMETRIC,1813,1813,11245,0.003421084896145963,1784,1791,1791,571.3001333926189,2384233,1315.0761169332598,1811,1310,6.202426916712631,0,1131,9432,0.11991094147582697,1231.8472145615003,1811,0,0.09005798308559713,7804,206116,450,17.18942731277533,0.02646529974393734,6639,51529,227,29.24669603524229,0.008530934404738785,5149,12996,114,45.166666666666664,0.003993252840909091,2750,3249,57,48.24561403508772,0.00328000158676822,837,841,29,28.862068965517242,0.003064019339425223,224,225,15,14.933333333333334
